Region,Year,Age_Group,Population_Total
Salamat,2000,25-29,175471.0
Salamat,2000,30-34,486919.0
Salamat,2001,0-4,988865000.0
Salamat,2001,5-9,319416.0
Salamat,2001,10-14,206218.0
Salamat,2001,15-19,396348.0
Salamat,2001,20-24,0.0
Salamat,2001,25-29,384033.0
Salamat,2001,30-34,387645.0
Salamat,2002,0-4,402024.0
Salamat,2002,5-9,473751.0
Salamat,2002,10-14,219470.0
Salamat,2002,15-19,209830.0
Salamat,2002,20-24,0.0
Salamat,2002,25-29,259578.0
Salamat,2002,30-34,265744.0
Salamat,2003,0-4,375947.0
Salamat,2003,5-9,100383.0
Salamat,2003,10-14,280224.0
Salamat,2003,15-19,92849.0
Salamat,2003,20-24,292997.0
Salamat,2003,25-29,341587.0
Salamat,2003,30-34,430331.0
Salamat,2004,0-4,151302.0
Salamat,2004,5-9,182608.0
Salamat,2004,10-14,0.0
Salamat,2004,15-19,89077.0
Salamat,2004,20-24,437107.0
Salamat,2004,25-29,104869.0
Salamat,2004,30-34,280442.0
Salamat,2005,0-4,470122.0
Salamat,2005,5-9,337901.0
Salamat,2005,10-14,196509.0
Salamat,2005,15-19,466265.0
Salamat,2005,20-24,125126.0
Salamat,2005,25-29,300876.0
Salamat,2005,30-34,338017.0
Salamat,2006,0-4,2478465000.0
Salamat,2006,5-9,483121.0
Salamat,2006,10-14,202730.0
Salamat,2006,15-19,14854.0
Salamat,2006,20-24,88894.0
Salamat,2006,25-29,58396.0
Salamat,2006,30-34,330321.0
Salamat,2007,0-4,256765.0
Salamat,2007,5-9,307239.0
Salamat,2007,10-14,0.0
Salamat,2007,15-19,217312.0
Salamat,2007,20-24,0.0
Salamat,2007,25-29,481690.0
Salamat,2007,30-34,179502.0
Salamat,2008,0-4,448256.0
Salamat,2008,5-9,284036.0
Salamat,2008,10-14,144345.0
Salamat,2008,15-19,47891.0
Salamat,2008,20-24,155017.0
Salamat,2008,25-29,198694.0
Salamat,2008,30-34,139234.0
Salamat,2009,0-4,10140.0
Salamat,2009,5-9,0.0
Salamat,2009,10-14,416639.0
Salamat,2009,15-19,99488.0
Salamat,2009,20-24,400710.0
Salamat,2009,25-29,21343.0
Salamat,2009,30-34,77556.0
Salamat,2010,0-4,148744.0
Salamat,2010,5-9,59650.0
Salamat,2010,10-14,494886.0
Salamat,2010,15-19,15893.0
Salamat,2010,20-24,0.0
Salamat,2010,25-29,366868.0
Salamat,2010,30-34,28567.0
Salamat,2011,0-4,0.0
Salamat,2011,5-9,478666.0
Salamat,2011,10-14,0.0
Salamat,2011,15-19,345704.0
Salamat,2011,20-24,376045.0
Salamat,2011,25-29,252781.0
Salamat,2011,30-34,177191.0
Salamat,2012,0-4,387176.0
Salamat,2012,5-9,409001.0
Salamat,2012,10-14,379699.0
Salamat,2012,15-19,281209.0
Salamat,2012,20-24,46545.0
Salamat,2012,25-29,372565.0
Salamat,2012,30-34,0.0
Salamat,2013,0-4,237980.0
Salamat,2013,5-9,128268.0
Salamat,2013,10-14,220475.0
Salamat,2013,15-19,343241.0
Salamat,2013,20-24,172755.0
Salamat,2013,25-29,252729.0
Salamat,2013,30-34,168232.0
Salamat,2014,0-4,0.0
Salamat,2014,5-9,132517.0
Salamat,2014,10-14,478954.0
Salamat,2014,15-19,396264.0
Salamat,2014,20-24,123772.0
Salamat,2014,25-29,215733.0
Salamat,2014,30-34,242790.0
Salamat,2015,0-4,108405.0
Salamat,2015,5-9,304930.0
Salamat,2015,10-14,130683.0
Salamat,2015,15-19,438868.0
Salamat,2015,20-24,191469.0
Salamat,2015,25-29,44785.0
Salamat,2015,30-34,264275.0
Salamat,2016,0-4,0.0
Salamat,2016,5-9,470777.0
Salamat,2016,10-14,148284.0
Salamat,2016,15-19,0.0
Salamat,2016,20-24,479561.0
Salamat,2016,25-29,373608.0
Salamat,2016,30-34,172092.0
Salamat,2017,0-4,495871.0
Salamat,2017,5-9,224508.0
Salamat,2017,10-14,457229.0
Salamat,2017,15-19,411629.0
Salamat,2017,20-24,0.0
Salamat,2017,25-29,375010.0
Salamat,2017,30-34,363112.0
Salamat,2018,0-4,237994.0
Salamat,2018,5-9,2279740000.0
Salamat,2018,10-14,108859.0
Salamat,2018,15-19,146557.0
Salamat,2018,20-24,482223.0
Salamat,2018,25-29,26435.0
Salamat,2018,30-34,128753.0
Salamat,2019,0-4,0.0
Salamat,2019,5-9,13718.0
Salamat,2019,10-14,314713.0
Salamat,2019,15-19,0.0
Salamat,2019,20-24,492088.0
Salamat,2019,25-29,260876.0
Salamat,2019,30-34,200137.0
Salamat,2020,0-4,0.0
Salamat,2020,5-9,0.0
Salamat,2020,10-14,36776.0
Salamat,2020,15-19,378578.0
Salamat,2020,20-24,0.0
Salamat,2020,25-29,33305.0
Salamat,2020,30-34,316785.0
Salamat,2021,0-4,43753.0
Salamat,2021,5-9,359136.0
Salamat,2021,10-14,456254.0
Salamat,2021,15-19,126144.0
Salamat,2021,20-24,186719.0
Salamat,2021,25-29,322261.0
Salamat,2021,30-34,374273.0
Salamat,2022,0-4,218125.0
Salamat,2022,5-9,284235.0
Salamat,2022,10-14,270083.0
Salamat,2022,15-19,0.0
Salamat,2022,20-24,400526.0
Salamat,2022,25-29,70162.0
Salamat,2022,30-34,181473.0
Salamat,2023,0-4,0.0
Salamat,2023,5-9,269120.0
Salamat,2023,10-14,163037.0
Salamat,2023,15-19,196829.0
Salamat,2023,20-24,327909.0
Salamat,2023,25-29,308898.0
Salamat,2023,30-34,477000.0
Salamat,2024,0-4,280054.0
Salamat,2024,5-9,127642.0
Salamat,2024,10-14,332912.0
Salamat,2024,15-19,253036.0
Salamat,2024,20-24,50689.0
Salamat,2024,25-29,300285.0
Salamat,2024,30-34,2365870000.0
Salamat,2025,0-4,40974.0
Salamat,2025,5-9,242183.0
Salamat,2025,10-14,205935.0
Salamat,2025,15-19,449266.0
Salamat,2025,20-24,144481.0
Salamat,2025,25-29,399536.0
Salamat,2025,30-34,347989.0
Salamat,2026,0-4,352121.0
Salamat,2026,5-9,469159.0
Salamat,2026,10-14,366753.0
Salamat,2026,15-19,260873.0
Salamat,2026,20-24,2326080000.0
Salamat,2026,25-29,393974.0
Salamat,2026,30-34,377339.0
Salamat,2027,0-4,297046.0
Salamat,2027,5-9,409898.0
Salamat,2027,10-14,1110805000.0
Salamat,2027,15-19,260016.0
Salamat,2027,20-24,49753.0
Salamat,2027,25-29,458993.0
Salamat,2027,30-34,146093.0
Salamat,2028,0-4,474829.0
Salamat,2028,5-9,200244.0
Salamat,2028,10-14,223946.0
Salamat,2028,15-19,404184.0
Salamat,2028,20-24,366073.0
Salamat,2028,25-29,287191.0
Salamat,2028,30-34,326052.0
Salamat,2029,0-4,201822.0
Salamat,2029,5-9,116484.0
Salamat,2029,10-14,408957.0
Salamat,2029,15-19,262096.0
Salamat,2029,20-24,194855.0
Salamat,2029,25-29,297840.0
Salamat,2029,30-34,16204.0
Salamat,2030,0-4,469170.0
Salamat,2030,5-9,382929.0
Salamat,2030,10-14,64183.0
Salamat,2030,15-19,182498.0
Salamat,2030,20-24,418515.0
Salamat,2030,25-29,246890.0
Salamat,2030,30-34,14366.0
Salamat,2031,0-4,188095.0
Salamat,2031,5-9,382112.0
Salamat,2031,10-14,499350.0
Salamat,2031,15-19,16066.0
Salamat,2031,20-24,450288.0
Salamat,2031,25-29,0.0
Salamat,2031,30-34,243950.0
Salamat,2032,0-4,211415000.0
Salamat,2032,5-9,0.0
Salamat,2032,10-14,446609.0
Salamat,2032,15-19,412708.0
Salamat,2032,20-24,214029.0
Salamat,2032,25-29,383079.0
Salamat,2032,30-34,118431.0
Salamat,2033,0-4,0.0
Salamat,2033,5-9,101688.0
Salamat,2033,10-14,60538.0
Salamat,2033,15-19,435040.0
Salamat,2033,20-24,0.0
Salamat,2033,25-29,84609.0
Salamat,2033,30-34,217428.0
Salamat,2034,0-4,150678.0
Salamat,2034,5-9,0.0
Salamat,2034,10-14,396806.0
Salamat,2034,15-19,88074.0
Salamat,2034,20-24,299460.0
Salamat,2034,25-29,494949.0
Salamat,2034,30-34,138702.0
Salamat,2035,0-4,396111.0
Salamat,2035,5-9,247492.0
Salamat,2035,10-14,940965000.0
Salamat,2035,15-19,472883.0
Salamat,2035,20-24,219194.0
Salamat,2035,25-29,445492.0
Salamat,2035,30-34,219503.0
Salamat,2036,0-4,299409.0
Salamat,2036,5-9,441120.0
Salamat,2036,10-14,316873.0
Salamat,2036,15-19,61409.0
Salamat,2036,20-24,433501.0
Salamat,2036,25-29,187183.0
Salamat,2036,30-34,1986380000.0
Salamat,2037,0-4,366765.0
Salamat,2037,5-9,165064.0
Salamat,2037,10-14,61034.0
Salamat,2037,15-19,462257.0
Salamat,2037,20-24,0.0
Salamat,2037,25-29,232810.0
Salamat,2037,30-34,268681.0
Salamat,2038,0-4,411632.0
Salamat,2038,5-9,106507.0
Salamat,2038,10-14,215727.0
Salamat,2038,15-19,384393.0
Salamat,2038,20-24,0.0
Salamat,2038,25-29,199759.0
Salamat,2038,30-34,52154.0
Salamat,2039,0-4,375472.0
Salamat,2039,5-9,469675.0
Salamat,2039,10-14,280616.0
Salamat,2039,15-19,382206.0
Salamat,2039,20-24,96945.0
Salamat,2039,25-29,393065.0
Salamat,2039,30-34,1351235000.0
Sila,1990,0-4,0.0
Sila,1990,5-9,282762.0
Sila,1990,10-14,399940.0
Sila,1990,15-19,198608.0
Sila,1990,20-24,217520.0
Sila,1990,25-29,50102.0
Sila,1990,30-34,133923.0
Sila,1991,0-4,223323.0
Sila,1991,5-9,446809.0
Sila,1991,10-14,45802.0
Sila,1991,15-19,475676.0
Sila,1991,20-24,94711.0
Sila,1991,25-29,63934.0
Sila,1991,30-34,266827.0
Sila,1992,0-4,414704.0
Sila,1992,5-9,0.0
Sila,1992,10-14,114836.0
Sila,1992,15-19,0.0
Sila,1992,20-24,369397.0
Sila,1992,25-29,305566.0
Sila,1992,30-34,227290.0
Sila,1993,0-4,224412.0
Sila,1993,5-9,274211.0
Sila,1993,10-14,397975.0
Sila,1993,15-19,200722.0
Sila,1993,20-24,207510000.0
Sila,1993,25-29,91412.0
Sila,1993,30-34,390687.0
Sila,1994,0-4,78052.0
Sila,1994,5-9,190036.0
Sila,1994,10-14,61614.0
Sila,1994,15-19,190091.0
Sila,1994,20-24,96370.0
Sila,1994,25-29,244264.0
Sila,1994,30-34,284824.0
Sila,1995,0-4,149100.0
Sila,1995,5-9,448089.0
Sila,1995,10-14,243594.0
Sila,1995,15-19,427555.0
Sila,1995,20-24,242140.0
Sila,1995,25-29,217424.0
Sila,1995,30-34,163822.0
Sila,1996,0-4,389643.0
Sila,1996,5-9,217054.0
Sila,1996,10-14,278816.0
Sila,1996,15-19,266913.0
Sila,1996,20-24,483386.0
Sila,1996,25-29,225961.0
Sila,1996,30-34,269848.0
Sila,1997,0-4,393200.0
Sila,1997,5-9,195708.0
Sila,1997,10-14,61376.0
Sila,1997,15-19,321849.0
Sila,1997,20-24,356699.0
Sila,1997,25-29,313362.0
Sila,1997,30-34,22003.0
Sila,1998,0-4,341161.0
Sila,1998,5-9,159402.0
Sila,1998,10-14,217662.0
Sila,1998,15-19,107817.0
Sila,1998,20-24,356310.0
Sila,1998,25-29,51267.0
Sila,1998,30-34,398644.0
Sila,1999,0-4,92143.0
Sila,1999,5-9,348890.0
Sila,1999,10-14,376730.0
Sila,1999,15-19,32845.0
Sila,1999,20-24,31309.0
Sila,1999,25-29,400389.0
Sila,1999,30-34,257994.0
Sila,2000,0-4,385753.0
Sila,2000,5-9,490219.0
Sila,2000,10-14,322289.0
Sila,2000,15-19,478547.0
Sila,2000,20-24,361355.0
Sila,2000,25-29,462716.0
Sila,2000,30-34,57444.0
Sila,2001,0-4,376409.0
Sila,2001,5-9,161552.0
Sila,2001,10-14,51894.0
Sila,2001,15-19,324249.0
Sila,2001,20-24,285287.0
Sila,2001,25-29,290382.0
Sila,2001,30-34,479719.0
Sila,2002,0-4,359048.0
Sila,2002,5-9,207996.0
Sila,2002,10-14,197593.0
Sila,2002,15-19,123554.0
Sila,2002,20-24,103720.0
Sila,2002,25-29,300836.0
Sila,2002,30-34,36791.0
Sila,2003,0-4,446011.0
Sila,2003,5-9,460546.0
Sila,2003,10-14,215302.0
Sila,2003,15-19,248669.0
Sila,2003,20-24,157496.0
Sila,2003,25-29,490558.0
Sila,2003,30-34,0.0
Sila,2004,0-4,402274.0
Sila,2004,5-9,464005.0
Sila,2004,10-14,74942.0
Sila,2004,15-19,124694.0
Sila,2004,20-24,346172.0
Sila,2004,25-29,399306.0
Sila,2004,30-34,171315.0
Sila,2005,0-4,24746.0
Sila,2005,5-9,411230.0
Sila,2005,10-14,326394.0
Sila,2005,15-19,455030.0
Sila,2005,20-24,411996.0
Sila,2005,25-29,147675.0
Sila,2005,30-34,400290.0
Sila,2006,0-4,455544.0
Sila,2006,5-9,249406.0
Sila,2006,10-14,405812.0
Sila,2006,15-19,170702.0
Sila,2006,20-24,0.0
Sila,2006,25-29,0.0
Sila,2006,30-34,400776.0
Sila,2007,0-4,34592.0
Sila,2007,5-9,336019.0
Sila,2007,10-14,33564.0
Sila,2007,15-19,0.0
Sila,2007,20-24,28668.0
Sila,2007,25-29,40771.0
Sila,2007,30-34,0.0
Sila,2008,0-4,228995.0
Sila,2008,5-9,110236.0
Sila,2008,10-14,448807.0
Sila,2008,15-19,286028.0
Sila,2008,20-24,122439.0
Sila,2008,25-29,306020.0
Sila,2008,30-34,404148.0
Sila,2009,0-4,416222.0
Sila,2009,5-9,167278.0
Sila,2009,10-14,301760.0
Sila,2009,15-19,217976.0
Sila,2009,20-24,231263.0
Sila,2009,25-29,447385.0
Sila,2009,30-34,397844.0
Sila,2010,0-4,212199.0
Sila,2010,5-9,396767.0
Sila,2010,10-14,266737.0
Sila,2010,15-19,91484.0
Sila,2010,20-24,166362.0
Sila,2010,25-29,485164.0
Sila,2010,30-34,77045.0
Sila,2011,0-4,62741.0
Sila,2011,5-9,370998.0
Sila,2011,10-14,112781.0
Sila,2011,15-19,25894.0
Sila,2011,20-24,23396.0
Sila,2011,25-29,114270.0
Sila,2011,30-34,337060.0
Sila,2012,0-4,437945.0
Sila,2012,5-9,417211.0
Sila,2012,10-14,277723.0
Sila,2012,15-19,446802.0
Sila,2012,20-24,350779.0
Sila,2012,25-29,484207.0
Sila,2012,30-34,83877.0
Sila,2013,0-4,270891.0
Sila,2013,5-9,438969.0
Sila,2013,10-14,460450.0
Sila,2013,15-19,469250000.0
Sila,2013,20-24,755875000.0
Sila,2013,25-29,121962.0
Sila,2013,30-34,0.0
Sila,2014,0-4,43661.0
Sila,2014,5-9,137545.0
Sila,2014,10-14,0.0
Sila,2014,15-19,457005.0
Sila,2014,20-24,416626.0
Sila,2014,25-29,95321.0
Sila,2014,30-34,59346.0
Sila,2015,0-4,416861.0
Sila,2015,5-9,487159.0
Sila,2015,10-14,366374.0
Sila,2015,15-19,130001.0
Sila,2015,20-24,302833.0
Sila,2015,25-29,146185.0
Sila,2015,30-34,55451.0
Sila,2016,0-4,262419.0
Sila,2016,5-9,17878.0
Sila,2016,10-14,74402.0
Sila,2016,15-19,448320.0
Sila,2016,20-24,202231.0
Sila,2016,25-29,381561.0
Sila,2016,30-34,375363.0
Sila,2017,0-4,251981.0
Sila,2017,5-9,400825.0
Sila,2017,10-14,152008.0
Sila,2017,15-19,382863.0
Sila,2017,20-24,172385.0
Sila,2017,25-29,214679.0
Sila,2017,30-34,209689.0
Sila,2018,0-4,417352.0
Sila,2018,5-9,27968.0
Sila,2018,10-14,106850.0
Sila,2018,15-19,0.0
Sila,2018,20-24,126461.0
Sila,2018,25-29,273908.0
Sila,2018,30-34,321968.0
Sila,2019,0-4,0.0
Sila,2019,5-9,130409.0
Sila,2019,10-14,962910000.0
Sila,2019,15-19,10838.0
Sila,2019,20-24,44121.0
Sila,2019,25-29,1062365000.0
Sila,2019,30-34,243498.0
Sila,2020,0-4,94271.0
Sila,2020,5-9,107074.0
Sila,2020,10-14,193868.0
Sila,2020,15-19,155607.0
Sila,2020,20-24,82390.0
Sila,2020,25-29,397162.0
Sila,2020,30-34,397519.0
Sila,2021,0-4,327077.0
Sila,2021,5-9,449171.0
Sila,2021,10-14,191876.0
Sila,2021,15-19,245567.0
Sila,2021,20-24,412102.0
Sila,2021,25-29,83668.0
Sila,2021,30-34,314387.0
Sila,2022,0-4,160077.0
Sila,2022,5-9,107798.0
Sila,2022,10-14,216117.0
Sila,2022,15-19,0.0
Sila,2022,20-24,192992.0
Sila,2022,25-29,350520.0
Sila,2022,30-34,28118.0
Sila,2023,0-4,332825.0
Sila,2023,5-9,404729.0
Sila,2023,10-14,492121.0
Sila,2023,15-19,464846.0
Sila,2023,20-24,434681.0
Sila,2023,25-29,333763.0
Sila,2023,30-34,325784.0
Sila,2024,0-4,122860.0
Sila,2024,5-9,36091.0
Sila,2024,10-14,495428.0
Sila,2024,15-19,306156.0
Sila,2024,20-24,170701.0
Sila,2024,25-29,404071.0
Sila,2024,30-34,746555000.0
Sila,2025,0-4,454595.0
Sila,2025,5-9,137697.0
Sila,2025,10-14,351941.0
Sila,2025,15-19,445997.0
Sila,2025,20-24,0.0
Sila,2025,25-29,419596.0
Sila,2025,30-34,225887.0
Sila,2026,0-4,170583.0
Sila,2026,5-9,219371.0
Sila,2026,10-14,0.0
Sila,2026,15-19,0.0
Sila,2026,20-24,14813.0
Sila,2026,25-29,422377.0
Sila,2026,30-34,129316.0
Sila,2027,0-4,16858.0
Sila,2027,5-9,440926.0
Sila,2027,10-14,81722.0
Sila,2027,15-19,67294.0
Sila,2027,20-24,182829.0
Sila,2027,25-29,323703.0
Sila,2027,30-34,285993.0
Sila,2028,0-4,44465.0
Sila,2028,5-9,136386.0
Sila,2028,10-14,70373.0
Sila,2028,15-19,39062.0
Sila,2028,20-24,458871.0
Sila,2028,25-29,339473.0
Sila,2028,30-34,287143.0
Sila,2029,0-4,348223.0
Sila,2029,5-9,309249.0
Sila,2029,10-14,217586.0
Sila,2029,15-19,159713.0
Sila,2029,20-24,414581.0
Sila,2029,25-29,36381.0
Sila,2029,30-34,112324.0
Sila,2030,0-4,481483.0
Sila,2030,5-9,1231035000.0
Sila,2030,10-14,104641.0
Sila,2030,15-19,177849.0
Sila,2030,20-24,173867.0
Sila,2030,25-29,370129.0
Sila,2030,30-34,0.0
Sila,2031,0-4,402799.0
Sila,2031,5-9,259165.0
Sila,2031,10-14,71967.0
Sila,2031,15-19,110078.0
Sila,2031,20-24,2208400000.0
Sila,2031,25-29,467875.0
Sila,2031,30-34,476374.0
Sila,2032,0-4,185920.0
Sila,2032,5-9,293704.0
Sila,2032,10-14,198860.0
Sila,2032,15-19,338514.0
Sila,2032,20-24,315884.0
Sila,2032,25-29,468943.0
Sila,2032,30-34,687295000.0
Sila,2033,0-4,150441.0
Sila,2033,5-9,94222.0
Sila,2033,10-14,267033.0
Sila,2033,15-19,350431.0
Sila,2033,20-24,0.0
Sila,2033,25-29,99875.0
Sila,2033,30-34,372604.0
Sila,2034,0-4,161471.0
Sila,2034,5-9,366531.0
Sila,2034,10-14,308419.0
Sila,2034,15-19,468300.0
Sila,2034,20-24,131069.0
Sila,2034,25-29,381123.0
Sila,2034,30-34,0.0
Sila,2035,0-4,396568.0
Sila,2035,5-9,456672.0
Sila,2035,10-14,0.0
Sila,2035,15-19,184493.0
Sila,2035,20-24,1776050000.0
Sila,2035,25-29,317386.0
Sila,2035,30-34,21203.0
Sila,2036,0-4,199022.0
Sila,2036,5-9,69205.0
Sila,2036,10-14,498057.0
Sila,2036,15-19,415222.0
Sila,2036,20-24,111838.0
Sila,2036,25-29,2041810000.0
Sila,2036,30-34,315538.0
Sila,2037,0-4,18621.0
Sila,2037,5-9,110113.0
Sila,2037,10-14,319501.0
Sila,2037,15-19,229812.0
Sila,2037,20-24,53133.0
Sila,2037,25-29,389944.0
Sila,2037,30-34,141191.0
Sila,2038,0-4,402625.0
Sila,2038,5-9,202401.0
Sila,2038,10-14,15828.0
Sila,2038,15-19,217706.0
Sila,2038,20-24,0.0
Sila,2038,25-29,168538.0
Sila,2038,30-34,431038.0
Sila,2039,0-4,263201.0
Sila,2039,5-9,261647.0
Sila,2039,10-14,409070.0
Sila,2039,15-19,70984.0
Sila,2039,20-24,374296.0
Sila,2039,25-29,67882.0
Sila,2039,30-34,43855.0
Tandjile,1990,0-4,1739015000.0
Tandjile,1990,5-9,88224.0
Tandjile,1990,10-14,396370.0
Tandjile,1990,15-19,26522.0
Tandjile,1990,20-24,31672.0
Tandjile,1990,25-29,18036.0
Tandjile,1990,30-34,235206.0
Tandjile,1991,0-4,458598.0
Tandjile,1991,5-9,234108.0
Tandjile,1991,10-14,172565.0
Tandjile,1991,15-19,130922.0
Tandjile,1991,20-24,338047.0
Tandjile,1991,25-29,272073.0
Tandjile,1991,30-34,72503.0
Tandjile,1992,0-4,371186.0
Tandjile,1992,5-9,203565.0
Tandjile,1992,10-14,358794.0
Tandjile,1992,15-19,251668.0
Tandjile,1992,20-24,65325.0
Tandjile,1992,25-29,259672.0
Tandjile,1992,30-34,233069.0
Tandjile,1993,0-4,159577.0
Tandjile,1993,5-9,244413.0
Tandjile,1993,10-14,324348.0
Tandjile,1993,15-19,79304.0
Tandjile,1993,20-24,310951.0
Tandjile,1993,25-29,271111.0
Tandjile,1993,30-34,43093.0
Tandjile,1994,0-4,497133.0
Tandjile,1994,5-9,143922.0
Tandjile,1994,10-14,1697570000.0
Tandjile,1994,15-19,230753.0
Tandjile,1994,20-24,412623.0
Tandjile,1994,25-29,243351.0
Tandjile,1994,30-34,289152.0
Tandjile,1995,0-4,212515.0
Tandjile,1995,5-9,220863.0
Tandjile,1995,10-14,1245130000.0
Tandjile,1995,15-19,63141.0
Tandjile,1995,20-24,937300000.0
Tandjile,1995,25-29,121752.0
Tandjile,1995,30-34,63005.0
Tandjile,1996,0-4,395529.0
Tandjile,1996,5-9,94945.0
Tandjile,1996,10-14,0.0
Tandjile,1996,15-19,325459.0
Tandjile,1996,20-24,236367.0
Tandjile,1996,25-29,214939.0
Tandjile,1996,30-34,26508.0
Tandjile,1997,0-4,324824.0
Tandjile,1997,5-9,214575.0
Tandjile,1997,10-14,324010.0
Tandjile,1997,15-19,95717.0
Tandjile,1997,20-24,340158.0
Tandjile,1997,25-29,1675655000.0
Tandjile,1997,30-34,313284.0
Tandjile,1998,0-4,160182.0
Tandjile,1998,5-9,289163.0
Tandjile,1998,10-14,380190.0
Tandjile,1998,15-19,69138.0
Tandjile,1998,20-24,119082.0
Tandjile,1998,25-29,450226.0
Tandjile,1998,30-34,310405.0
Tandjile,1999,0-4,445483.0
Tandjile,1999,5-9,241642.0
Tandjile,1999,10-14,1954120000.0
Tandjile,1999,15-19,382057.0
Tandjile,1999,20-24,413992.0
Tandjile,1999,25-29,45352.0
Tandjile,1999,30-34,476903.0
Tandjile,2000,0-4,465996.0
Tandjile,2000,5-9,220687.0
Tandjile,2000,10-14,21141.0
Tandjile,2000,15-19,0.0
Tandjile,2000,20-24,457432.0
Tandjile,2000,25-29,107101.0
Tandjile,2000,30-34,180955.0
Tandjile,2001,0-4,83582.0
Tandjile,2001,5-9,455972.0
Tandjile,2001,10-14,27352.0
Tandjile,2001,15-19,239906.0
Tandjile,2001,20-24,388679.0
Tandjile,2001,25-29,429405.0
Tandjile,2001,30-34,383884.0
Tandjile,2002,0-4,176773.0
Tandjile,2002,5-9,62607.0
Tandjile,2002,10-14,287594.0
Tandjile,2002,15-19,408719.0
Tandjile,2002,20-24,368386.0
Tandjile,2002,25-29,371056.0
Tandjile,2002,30-34,66429.0
Tandjile,2003,0-4,0.0
Tandjile,2003,5-9,77503.0
Tandjile,2003,10-14,75767.0
Tandjile,2003,15-19,33394.0
Tandjile,2003,20-24,101861.0
Tandjile,2003,25-29,66999.0
Tandjile,2003,30-34,262291.0
Tandjile,2004,0-4,0.0
Tandjile,2004,5-9,385638.0
Tandjile,2004,10-14,120451.0
Tandjile,2004,15-19,176846.0
Tandjile,2004,20-24,76819.0
Tandjile,2004,25-29,139966.0
Tandjile,2004,30-34,423542.0
Tandjile,2005,0-4,285600.0
Tandjile,2005,5-9,391016.0
Tandjile,2005,10-14,25535.0
Tandjile,2005,15-19,426958.0
Tandjile,2005,20-24,315838.0
Tandjile,2005,25-29,481845.0
Tandjile,2005,30-34,167765.0
Tandjile,2006,0-4,418301.0
Tandjile,2006,5-9,329553.0
Tandjile,2006,10-14,469413.0
Tandjile,2006,15-19,426535.0
Tandjile,2006,20-24,407370.0
Tandjile,2006,25-29,135501.0
Tandjile,2006,30-34,158937.0
Tandjile,2007,0-4,233130.0
Tandjile,2007,5-9,354963.0
Tandjile,2007,10-14,150148.0
Tandjile,2007,15-19,383395.0
Tandjile,2007,20-24,420182.0
Tandjile,2007,25-29,166540.0
Tandjile,2007,30-34,0.0
Tandjile,2008,0-4,343530.0
Tandjile,2008,5-9,11964.0
Tandjile,2008,10-14,266153.0
Tandjile,2008,15-19,0.0
Tandjile,2008,20-24,251993.0
Tandjile,2008,25-29,2430035000.0
Tandjile,2008,30-34,480902.0
Tandjile,2009,0-4,492396.0
Tandjile,2009,5-9,0.0
Tandjile,2009,10-14,466892.0
Tandjile,2009,15-19,0.0
Tandjile,2009,20-24,162808.0
Tandjile,2009,25-29,88997.0
Tandjile,2009,30-34,323778.0
Tandjile,2010,0-4,219564.0
Tandjile,2010,5-9,230675000.0
Tandjile,2010,10-14,325174.0
Tandjile,2010,15-19,183688.0
Tandjile,2010,20-24,403874.0
Tandjile,2010,25-29,458963.0
Tandjile,2010,30-34,334413.0
Tandjile,2011,0-4,26009.0
Tandjile,2011,5-9,745270000.0
Tandjile,2011,10-14,415845.0
Tandjile,2011,15-19,233219.0
Tandjile,2011,20-24,484358.0
Tandjile,2011,25-29,177466.0
Tandjile,2011,30-34,68766.0
Tandjile,2012,0-4,57620.0
Tandjile,2012,5-9,440775.0
Tandjile,2012,10-14,172841.0
Tandjile,2012,15-19,449831.0
Tandjile,2012,20-24,20851.0
Tandjile,2012,25-29,30383.0
Tandjile,2012,30-34,364365.0
Tandjile,2013,0-4,174358.0
Tandjile,2013,5-9,0.0
Tandjile,2013,10-14,315498.0
Tandjile,2013,15-19,85338.0
Tandjile,2013,20-24,298324.0
Tandjile,2013,25-29,59248.0
Tandjile,2013,30-34,18091.0
Tandjile,2014,0-4,275040.0
Tandjile,2014,5-9,472108.0
Tandjile,2014,10-14,424823.0
Tandjile,2014,15-19,128963.0
Tandjile,2014,20-24,173521.0
Tandjile,2014,25-29,61951.0
Tandjile,2014,30-34,129868.0
Tandjile,2015,0-4,399674.0
Tandjile,2015,5-9,170829.0
Tandjile,2015,10-14,467569.0
Tandjile,2015,15-19,267063.0
Tandjile,2015,20-24,262083.0
Tandjile,2015,25-29,254998.0
Tandjile,2015,30-34,622510000.0
Tandjile,2016,0-4,339899.0
Tandjile,2016,5-9,173386.0
Tandjile,2016,10-14,188733.0
Tandjile,2016,15-19,260949.0
Tandjile,2016,20-24,287008.0
Tandjile,2016,25-29,360749.0
Tandjile,2016,30-34,463247.0
Tandjile,2017,0-4,448072.0
Tandjile,2017,5-9,275589.0
Tandjile,2017,10-14,18948.0
Tandjile,2017,15-19,234030.0
Tandjile,2017,20-24,0.0
Tandjile,2017,25-29,442971.0
Tandjile,2017,30-34,426906.0
Tandjile,2018,0-4,194728.0
Tandjile,2018,5-9,0.0
Tandjile,2018,10-14,27239.0
Tandjile,2018,15-19,262939.0
Tandjile,2018,20-24,0.0
Tandjile,2018,25-29,40646.0
Tandjile,2018,30-34,294067.0
Tandjile,2019,0-4,341359.0
Tandjile,2019,5-9,256361.0
Tandjile,2019,10-14,132593.0
